decision	ogid	ark	title	creator	reason
reject-MANUAL	goncourt-edmond-1822-05-26	https://gallica.bnf.fr/ark:/12148/bpt6k58315120	Sophie Arnould, d'après sa correspondance et ses mémoires in	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	about-edmond-1828-02-14	https://gallica.bnf.fr/ark:/12148/bpt6k58053898	Le fellah : souvenirs d'Égypte (6e éd.) / Edmond About	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	sarcey-francisque-1827-10-08	https://gallica.bnf.fr/ark:/12148/bpt6k62092287	Le siège de Paris : impressions et souvenirs / Francisque Sa	own siege memoir
accept-MANUAL	nisard-desire-1806-03-20	https://gallica.bnf.fr/ark:/12148/bpt6k54061806	Souvenirs et notes biographiques (juillet 1881) / par Désiré	souvenirs + autobiographical notes
accept-MANUAL	fabre-emile-1869-03-24	https://gallica.bnf.fr/ark:/12148/bpt6k3359305k	De Thalie à Melpomène : souvenirs de théâtre / Émile Fabre	own theatre memoirs
reject-MANUAL	sarcey-francisque-1827-10-08	https://gallica.bnf.fr/ark:/12148/bpt6k64686026	Le siège de Paris : impressions et souvenirs / Francisque Sa	edition-duplicate
reject-MANUAL	malot-hector-1830-05-20	https://gallica.bnf.fr/ark:/12148/bpt6k64056s	Miss Clifton : souvenirs d'un blessé / par Hector Malot	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k105465r	Souvenirs de voyages et traditions populaires / par X. Marmi	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k1054664	Nouveaux souvenirs de voyage. Franche-Comté / par X. Marmier	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	franck-adolphe-1809-10-02	https://gallica.bnf.fr/ark:/12148/bpt6k902816	Les métaux sont des corps composés : mémoires présentés à l'	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k9692198f	Impressions et souvenirs d'un voyageur chrétien / par Xavier	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	dujardin-edouard-1861-11-10	https://gallica.bnf.fr/ark:/12148/bpt6k3351742r	Rencontres avec Houston Stewart Chamberlain : souvenirs et c	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	souvestre-emile-1806-04-15	https://gallica.bnf.fr/ark:/12148/bpt6k34104236	Souvenirs d'un Bas-Breton. Série 2 / par Émile Souvestre	edition-duplicate
accept-MANUAL	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bpt6k405865m	Souvenirs du dîner Bixio / Jules Claretie ; préf. de Georges	own dinner-circle memories
reject-MANUAL	montegut-emile-1825-06-23	https://gallica.bnf.fr/ark:/12148/bpt6k1022057	Tableaux de la France : souvenirs de Bourgogne / par Émile M	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	nisard-desire-1806-03-20	https://gallica.bnf.fr/ark:/12148/bpt6k9675503q	Souvenirs de voyages : France, Belgique, Prusse rhénane, Ang	travel memoir
accept-MANUAL	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bpt6k6464633h	Paris assiégé : tableaux et souvenirs, septembre 1870-janvie	siege diary-memoir, own experience
reject-MANUAL	sarcey-francisque-1827-10-08	https://gallica.bnf.fr/ark:/12148/bpt6k64640195	Le siège de Paris : impressions et souvenirs (30e édition) /	edition-duplicate
reject-MANUAL	thierry-augustin-1795-05-10	https://gallica.bnf.fr/ark:/12148/bpt6k3181413	Histoire de France , traduite et extraite des chroniques ori	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	goncourt-edmond-1822-05-26	https://gallica.bnf.fr/ark:/12148/bpt6k1083446	Sophie Arnould, d'après sa correspondance et ses mémoires in	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k56565702	La Terreur blanche : épisodes et souvenirs (1815) (3e éditio	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	riviere-jacques-1886-07-15	https://gallica.bnf.fr/ark:/12148/bpt6k9465424	Allemand , souvenirs et réflexions d'un prisonnier de guerre	POW memoir 1914-18
reject-MANUAL	fleuriot-zenaide-1829-10-28	https://gallica.bnf.fr/ark:/12148/bpt6k5805469v	Papillonne. Souvenirs de jeunesse d'un vieux campagnard, nou	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k370003d	Impressions et souvenirs d'un voyageur chrétien. Réimpr. 188	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k61331706	La Terreur blanche : épisodes et souvenirs de la réaction da	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	about-edmond-1828-02-14	https://gallica.bnf.fr/ark:/12148/bpt6k34107823	Nouvelles et souvenirs (6e édition) / Edmond About,... ; ouv	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k5439085p	Souvenirs du quatre septembre. Le Gouvernement de la défense	own political memoir
accept-MANUAL	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k5545585p	Mon frère et moi : souvenirs d'enfance et de jeunesse / par 	childhood memoir (same work as PG 30915 — text source PG)
reject-MANUAL	soulie-frederic-1800-12-23	https://gallica.bnf.fr/ark:/12148/bpt6k5742132q	Confession générale, par Frédéric Soulié...	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	veuillot-louis-1813-10-11	https://gallica.bnf.fr/ark:/12148/bpt6k58202539	Les Français en Algérie, souvenirs d'un voyage fait en 1841,	first-person 1841 travel memoir
accept-MANUAL	riviere-jacques-1886-07-15	https://gallica.bnf.fr/ark:/12148/bpt6k8630316s	L'Allemand, souvenirs et réflexions d'un prisonnier de guerr	POW memoir 1914-18
accept-MANUAL	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bpt6k37211g	La canne de M. Michelet : promenades et souvenirs / Jules Cl	promenades et souvenirs, first-person essays
reject-MANUAL	feval-paul-1816-09-29	https://gallica.bnf.fr/ark:/12148/bpt6k64566g	Le mari embaumé : souvenirs d'un page de M. de Vendôme / par	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k939253h	Histoire diplomatique de l'alliance franco-russe, 1873-1893 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	hermant-abel-1862-02-03	https://gallica.bnf.fr/ark:/12148/bpt6k828338	Souvenirs de la vie frivole : les spectacles de la rue, le b	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	veuillot-louis-1813-10-11	https://gallica.bnf.fr/ark:/12148/bpt6k392051	Les français en Algérie : souvenirs d'un voyage fait en 1841	first-person 1841 travel memoir
reject-MANUAL	houssaye-arsene-1814-03-28	https://gallica.bnf.fr/ark:/12148/bpt6k14139132	La confession de Caroline / Arsène Houssaye	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	janin-jules-1804-02-16	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	houssaye-arsene-1814-03-28	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	tillier-claude-1801-04-11	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	vacquerie-auguste-1819-11-19	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	monselet-charles-1825-04-30	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	hermant-abel-1862-02-03	https://gallica.bnf.fr/ark:/12148/bpt6k3410318j	Monsieur de Courpière marié (nouveaux souvenirs) : ouvrage i	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	erckmann-emile-1822-05-20	https://gallica.bnf.fr/ark:/12148/bpt6k1228826	Souvenirs d'un ancien chef de chantier à l'isthme de Suez / 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	le-goffic-charles-1863-07-14	https://gallica.bnf.fr/ark:/12148/bpt6k54612708	Poésies complètes : Amour breton, Le bois dormant, Le pardon	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k10955124	Un été au bord de la Baltique et de la mer du Nord, souvenir	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bpt6k6365959v	La France envahie (juillet à septembre 1870) : Forbach et Se	own war impressions 1870
reject-MANUAL	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k1172322k	Souvenirs et révélations. Histoire diplomatique de l'allianc	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k24328j	Souvenirs du 4 septembre : Origine et chute du Second Empire	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	fleuriot-zenaide-1829-10-28	https://gallica.bnf.fr/ark:/12148/bpt6k56853556	Papillonne : souvenirs de jeunesse d'un vieux campagnard (4e	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	souvestre-emile-1806-04-15	https://gallica.bnf.fr/ark:/12148/bpt6k58428361	Souvenirs d'un vieillard, la dernière étape, par Émile Souve	late-life memoirs
reject-MANUAL	feval-paul-1816-09-29	https://gallica.bnf.fr/ark:/12148/bpt6k6365347k	Madame Gil Blas : souvenirs et aventures d'une femme de notr	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	curel-francois-1854-06-10	https://gallica.bnf.fr/ark:/12148/bpt6k5835757h	Théâtre complet. Tome 2 / François de Curel,... ; textes rem	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	curel-francois-1854-06-10	https://gallica.bnf.fr/ark:/12148/bpt6k299292h	Théâtre complet : textes remaniés par l'auteur avec l'histor	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bpt6k6377216k	La canne de M. Michelet : promenades et souvenirs / Jules Cl	edition-duplicate
reject-MANUAL	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k91293f	Daniel de Kerfons : confession d'un homme du monde / Ernest 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k64972134	Daniel de Kerfons : confession d'un homme du monde. Tome 1 /	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	feuillet-octave-1821-08-11	https://gallica.bnf.fr/ark:/12148/bpt6k6181267t	Les souvenirs de jeunesse : comédie mêlée de couplets, en qu	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	janin-jules-1804-02-16	https://gallica.bnf.fr/ark:/12148/bpt6k55310040	La confession. Tome 1 / par l'auteur de "L'âne mort et la fe	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	schure-edouard-1841-01-21	https://gallica.bnf.fr/ark:/12148/bpt6k29598g	Édouard Schuré : son oeuvre et sa pensée / Alphonse Roux et 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	paulhan-frederic-1856-04-21	https://gallica.bnf.fr/ark:/12148/bpt6k113274s	La fonction de la mémoire et le souvenir affectif / par Fr. 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	reclus-elisee-1830-03-15	https://gallica.bnf.fr/ark:/12148/bpt6k326247c	Souvenir du 14 octobre : communication personnelle	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	houssaye-arsene-1814-03-28	https://gallica.bnf.fr/ark:/12148/bpt6k54424232	Les mille et une nuits parisiennes. La Confession de Carolin	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	ribot-theodule-1839-12-18	https://gallica.bnf.fr/ark:/12148/bpt6k255891x	Les maladies de la mémoire (18e édition) / par Th. Ribot,...	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	courteline-georges-1858-06-25	https://gallica.bnf.fr/ark:/12148/bpt6k66064w	Margot ; [Un souvenir du siège] / Georges Courteline ; illus	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	bailly-jules-1832-12-13	https://gallica.bnf.fr/ark:/12148/bpt6k54933524	A la mémoire de Maria-Philomène Preud'homme : 19 avril 1860 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k282496	Daniel Manin. précédé d'"Un Souvenir de Manin" (2e édition) 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	flers-robert-1872-11-25	https://gallica.bnf.fr/ark:/12148/bpt6k164644g	Le souvenir de Robert de Flers / Francis de Croisset. Les pr	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k5797065p	Académie impériale de Reims. Étude sur Linguet, par M. Henry	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	figuier-louis-1819-02-15	https://gallica.bnf.fr/ark:/12148/bpt6k97648873	Mémoire sur le ligneux et sur quelques produits qui lui sont	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	feval-paul-1816-09-29	https://gallica.bnf.fr/ark:/12148/bpt6k6365022q	Madame Pistache / par Paul Féval, suivi de. [Un bal dans une	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	bailly-jules-1832-12-13	https://gallica.bnf.fr/ark:/12148/bpt6k5493360p	A la mémoire de Mme Albert Vilain, née Marie-Hermine Ménétri	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bd6t541959413	Institut de France. Académie française. Inauguration du monu	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	faguet-emile-1847-12-17	https://gallica.bnf.fr/ark:/12148/bd6t54195945r	Inauguration du monument élevé à la mémoire de André Theurie	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	boissier-gaston-1823-08-15	https://gallica.bnf.fr/ark:/12148/bpt6k6457970g	Inauguration du monument élevé à la mémoire de Sainte-Beuve,	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	dhotel-andre-1900-09-01	https://gallica.bnf.fr/ark:/12148/bpt6k10037683	Mémoires de Sébastien / par André Dhôtel	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	carcopino-jerome-1881-06-27	https://gallica.bnf.fr/ark:/12148/bpt6k3357774k	Souvenirs romains / Jérôme Carcopino,...	first-person Rome years memoir
accept-MANUAL	siegfried-andre-1875-04-21	https://gallica.bnf.fr/ark:/12148/bpt6k3390170s	Mes souvenirs d'enfance / André Siegfried	childhood memoirs
reject-MANUAL	maynial-edouard-1879-12-09	https://gallica.bnf.fr/ark:/12148/bpt6k34026660	Casanova après les "Mémoires" : la fin d'un aventurier / Édo	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	gebhart-emile-1839-07-19	https://gallica.bnf.fr/ark:/12148/bd6t5776794j	Souvenirs d'un vieil Athénien / Emile Gebhart,...	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	chevrillon-andre-1864-05-03	https://gallica.bnf.fr/ark:/12148/bpt6k10037119	Portrait de Taine : souvenirs... ([8e éd.]) / André Chevrill	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	grancher-marcel-1897-08-12	https://gallica.bnf.fr/ark:/12148/bpt6k33926207	La fin des haricots : souvenirs / Marcel E. Grancher,...	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	carcopino-jerome-1881-06-27	https://gallica.bnf.fr/ark:/12148/bpt6k33574964	Souvenirs de sept ans : 1937-1944 / Jérôme Carcopino	first-person memoir 1937-44
reject-MANUAL	guirec-jean-charton-1898-07-31	https://gallica.bnf.fr/ark:/12148/bpt6k33945319	La belle comédie : récit, souvenirs littéraires, 1919-1939 /	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	marbo-camille-1883-04-11	https://gallica.bnf.fr/ark:/12148/bpt6k3359085k	A travers deux siècles : souvenirs et rencontres (1883-1967)	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	harcourt-robert-1881-11-23	https://gallica.bnf.fr/ark:/12148/bpt6k3380747b	Souvenirs de captivité et d'évasions (Édition définitive) / 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	harcourt-robert-1881-11-23	https://gallica.bnf.fr/ark:/12148/bpt6k3368385k	Souvenirs de captivité et d'évasion : 1915-1918 / Robert d'H	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	dekobra-maurice-1885-05-26	https://gallica.bnf.fr/ark:/12148/bpt6k3382855v	Sous le signe du cobra : mes souvenirs de globe-trotter / Ma	own travel memoirs
reject-MANUAL	hillairet-jacques-coussillan-1886-07-31	https://gallica.bnf.fr/ark:/12148/bpt6k3336063h	Le palais du Louvre : sa vie, ses grands souvenirs historiqu	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	arnoux-alexandre-1884-02-27	https://gallica.bnf.fr/ark:/12148/bpt6k3368994m	Moriana et Galvani : un intermède, des souvenirs de théâtre 	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
reject-MANUAL	lalou-rene-1889-09-03	https://gallica.bnf.fr/ark:/12148/bpt6k3347247p	Le Chef : confession lyrique / René Lalou	manual pass: fiction/third-person/memorial/academic/theatre/anthology/mixed
accept-MANUAL	leautaud-paul-1872-01-18	https://gallica.bnf.fr/ark:/12148/bpt6k3370335g	Mélange : souvenirs de Basoche, ménagerie intime, amour, fem	personal prose: souvenirs de Basoche etc.
accept-MANUAL	ajalbert-jean-1863-06-10	https://gallica.bnf.fr/ark:/12148/bpt6k4221142t	Mémoires en vrac : au temps du symbolisme, 1880-1890 / Jean 	first-person literary memoirs
accept-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k9814356p	Souvenirs d'un voyageur (Nouvelle édition) / Xavier Marmier,	travel memoir
accept-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k105465r	Souvenirs de voyages et traditions populaires / par X. Marmi	travel + folklore memoir
accept-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k1054664	Nouveaux souvenirs de voyage. Franche-Comté / par X. Marmier	travel memoir Franche-Comte
accept-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k9692198f	Impressions et souvenirs d'un voyageur chrétien / par Xavier	travel memoir
accept-MANUAL	montegut-emile-1825-06-23	https://gallica.bnf.fr/ark:/12148/bpt6k1022057	Tableaux de la France : souvenirs de Bourgogne / par Émile M	travel essays first-person
reject-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k370003d	Impressions et souvenirs d'un voyageur chrétien. Réimpr. 188	edition-duplicate
accept-MANUAL	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k10955124	Un été au bord de la Baltique et de la mer du Nord, souvenir	Baltic travel memoir
accept-MANUAL	grancher-marcel-1897-08-12	https://gallica.bnf.fr/ark:/12148/bpt6k33926207	La fin des haricots : souvenirs / Marcel E. Grancher,...	first-person souvenirs
accept-MANUAL	guirec-jean-charton-1898-07-31	https://gallica.bnf.fr/ark:/12148/bpt6k33945319	La belle comédie : récit, souvenirs littéraires, 1919-1939 /	recit, souvenirs litteraires (comedie = metaphor)
accept-MANUAL	marbo-camille-1883-04-11	https://gallica.bnf.fr/ark:/12148/bpt6k3359085k	A travers deux siècles : souvenirs et rencontres (1883-1967)	souvenirs et rencontres 1883-1967
accept-MANUAL	harcourt-robert-1881-11-23	https://gallica.bnf.fr/ark:/12148/bpt6k3380747b	Souvenirs de captivité et d'évasions (Édition définitive) / 	POW memoir 1915-18
reject-MANUAL	harcourt-robert-1881-11-23	https://gallica.bnf.fr/ark:/12148/bpt6k3368385k	Souvenirs de captivité et d'évasion : 1915-1918 / Robert d'H	edition-duplicate
